Entity_LogicalId,Entity_EU_ReferenceNumber,Address_City,Address_Street,Address_PoBox,Address_ZipCode,Address_Region,Address_Place,Address_AsAtListingTime,Address_ContactInfo,Address_CountryIso2Code,Address_CountryDescription,Address_Remark
7067,EU.3726.32,"Lashkar Gah District, Helmand Province","Branch Office 9, Haji Ghulam Nabi Market, 2nd Floor",,,,,NO,,AF,AFGHANISTAN,
7067,EU.3726.32,"Herat City, Herat Province","Branch Office 10, Suite numbers 196-197, 3rd Floor Khorasan Market",,,,,NO,,AF,AFGHANISTAN,
7067,EU.3726.32,"District 5, Herat City, Herat Province","Branch Office 10 Khorasan Market, Shahre Naw",,,,,NO,,AF,AFGHANISTAN,
7067,EU.3726.32,"Zaranj District, Nimroz Province",Branch Office 11 Sarafi Market,,,,,NO,,AF,AFGHANISTAN,
7067,EU.3726.32,Nimroz Province,"Branch Office 11 Ansari Market, 2nd Floor",,,,,NO,,AF,AFGHANISTAN,
7067,EU.3726.32,"Wesh, Spin Boldak District",Branch Office 12 Sarafi Market,,,,,NO,,AF,AFGHANISTAN,
7067,EU.3726.32,Farah,Branch Office 13 Sarafi Market,,,,,NO,,AF,AFGHANISTAN,
7067,EU.3726.32,Dubai,Branch Office 14,,,,,NO,,AE,UNITED ARAB EMIRATES,
7067,EU.3726.32,Zahedan,Branch Office 15,,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
7067,EU.3726.32,Zabul,Branch Office 16,,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
7068,EU.3737.95,"Quetta, Baluchistan Province","Branch Office 1, Shop number 1584 Furqan (variant Fahr Khan) Center, Chalhor Mal Road",,,,,NO,,PK,PAKISTAN,
7068,EU.3737.95,"Quetta, Baluchistan Province","Branch Office 1, Flat number 4 Furqan Center, Jamaluddin Afghani Road",,,,,NO,,PK,PAKISTAN,
7068,EU.3737.95,"Quetta, Baluchistan Province","Branch Office 1, Office number 4, 2nd Floor Muslim Plaza Building, Doctor Banu Road",,,,,NO,,PK,PAKISTAN,
7068,EU.3737.95,"Quetta, Baluchistan Province",Branch Office 1 Cholmon Road,,,,,NO,,PK,PAKISTAN,
7068,EU.3737.95,"Quetta, Baluchistan Province","Branch Office 1, Shop number 1, 1st Floor Kadari Place, Abdul Samad Khan Street (next to Fatima Jena Road)",,,,,NO,,PK,PAKISTAN,
7068,EU.3737.95,"Garmser District, Helmand Province",Branch Office 2 Safar Bazaar,,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,"Safar, Helmand Province",Branch Office 2 Main Bazaar,,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,"Lashkar Gah, Helmand Province",Branch Office 3 Haji Ghulam Nabi Market,,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,"Lashkar Gah, Helmand Province",Branch Office 3 Money Exchange Market,,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,Helmand Province,Branch Office 3 Lashkar Gah Bazaar,,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,"Garmser District, Helmand Province",Branch Office 4 Hazar Joft,,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,"Marjah District, Helmand Province",Branch Office 5 Ismat Bazaar,,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,"Zaranj, Nimruz Province",Branch Office 6,,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,"District number 1, Kandahar City, Kandahar Province","Branch Office 7, Suite number 8, 4th Floor Sarafi Market",,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,"Kandahar City, Kandahar District, Kandahar Province","Branch Office 7, Shop number 25, 5th Floor Sarafi Market",,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,"Lakri City, Helmand Province",Branch Office 8,,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,"Gerd-e-Jangal, Chaghi District, Baluchistan Province",Branch Office 9,,,,,NO,,PK,PAKISTAN,
7068,EU.3737.95,"Chaghi, Chaghi District, Baluchistan Province",Branch Office 10,,,,,NO,,PK,PAKISTAN,
7068,EU.3737.95,"Waish Border, Spin Boldak District, Kandahar Province","Branch Office 11 Aziz Market, in front of Azizi Bank",,,,,NO,,AF,AFGHANISTAN,
7068,EU.3737.95,"Quetta, Baluchistan Provinc",Branch Office 1 Munsafi Road,,,,,NO,,PK,PAKISTAN,
7095,EU.2859.88,,,,,,,NO,(Incorporation date: 4.7.2000),00,UNKNOWN,Incorporation date: 4.7.2000
7095,EU.2859.88,,,,,,,NO,(394678 (Incorporation number)),00,UNKNOWN,394678 (Incorporation number)
7095,EU.2859.88,,,,,,,NO,(Director: Rami Makhlouf),00,UNKNOWN,Director: Rami Makhlouf
7095,EU.2859.88,,,,,,,NO,(Registered agent: Mossack Fonseca & Co (BVI) Ltd),00,UNKNOWN,Registered agent: Mossack Fonseca & Co (BVI) Ltd
7154,EU.2998.92,Damascus,Aleppo Street,P.O. Box 5966,,,,NO,FAX[+963 11 4471081],SY,SYRIAN ARAB REPUBLIC,
7155,EU.2999.57,Damascus,"Rukn Addin, Saladin Street, Building 5",P.O. Box 7006,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
7166,EU.3755.70,"Majengo area, Mombasa",,,,,,NO,,KE,KENYA,
7167,EU.3057.51,"Mir Ali, North Waziristan Agency, Federal Administered Tribal Areas",,,,,,NO,,PK,PAKISTAN,
7176,EU.3620.83,,,,,,,NO,(Address: Uganda (as of early 2016)),UG,UGANDA,Address: Uganda (as of early 2016)
7177,EU.3630.84,Rubavu/Mudende,,,,,,NO,,RW,RWANDA,
7178,EU.3705.65,"Wesh, Spin Boldak District, Kandahar Province",,,,,,NO,,AF,AFGHANISTAN,
7178,EU.3705.65,"Safaar Bazaar, Garmser District, Helmand Province",,,,,,NO,,AF,AFGHANISTAN,
7178,EU.3705.65,"Kandahar City, Kandahar Province","Room number 33, 5th Floor Sarafi Market",,,,,NO,,AF,AFGHANISTAN,
7179,EU.3626.67,"Kandahar city, Kandahar Province","Branch Office 1: Room number 33, 5th Floor, Sarafi Market",,,,,NO,,AF,AFGHANISTAN,
7179,EU.3626.67,Kandahar Province,"Branch Office 2: Shop number 4, Azizi Bank, Haji Muhammad Isa Market, Wesh, Spin Boldak",,,,,NO,,AF,AFGHANISTAN,
7179,EU.3626.67,Helmand Province,"Branch Office 3: Safaar Bazaar, Garmser District",,,,,NO,,AF,AFGHANISTAN,
7179,EU.3626.67,Helmand Province,Branch Office 4: Lashkar Gah,,,,,NO,,AF,AFGHANISTAN,
7179,EU.3626.67,Helmand Province,Branch Office 5: Gereshk District,,,,,NO,,AF,AFGHANISTAN,
7179,EU.3626.67,Nimroz Province,Branch Office 6: Zaranj District,,,,,NO,,AF,AFGHANISTAN,
7179,EU.3626.67,Quetta,"Branch Office 7: Dr Barno Road,",,,,,NO,,PK,PAKISTAN,
7179,EU.3626.67,Quetta,"Branch Office 7: Haji Mohammed Plaza, Tol Aram Road, near Jamaluddin Afghani Road",,,,,NO,,PK,PAKISTAN,
7179,EU.3626.67,Quetta,Branch Office 7: Kandahari Bazaar,,,,,NO,,PK,PAKISTAN,
7179,EU.3626.67,Baluchistan Province,Branch Office 8: Chaman,,,,,NO,,PK,PAKISTAN,
7179,EU.3626.67,"Chaghi, Baluchistan Province",Branch Office 9: Chaghi Bazaar,,,,,NO,,AF,AFGHANISTAN,
7179,EU.3626.67,"Zahedan, Zabol Province",Branch Office 10,,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
7181,EU.2991.46,Teheran,"Negarestan 3, off Pasdaran Street,",,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
7186,EU.2764.8,Tehran,"Iran Composites Institute, Iranian University of Science and Technology",,16845-188,,,NO,WEB[http://www.irancomposites.org]\nPHONE[98 217 3912858]\nEMAIL[ici@iust.ac.ir]\nFAX[98 217 7491206],IR,IRAN (ISLAMIC REPUBLIC OF),
7187,EU.2765.70,Esfahan,"22 Bahman St., Bozorgmehr Ave",,84155666,,,NO,PHONE[98 0311 265831115]\nFAX[98 0311 2679097]\n(Tel: 98 0311 265831115/Fax: 98 0311 2679097),IR,IRAN (ISLAMIC REPUBLIC OF),Tel: 98 0311 265831115/Fax: 98 0311 2679097
7192,EU.2816.92,Arak,"Factory: Parcham St, 13th Km of Qom Rd",,38135,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
7192,EU.2816.92,Tehran,"Unit 38,5th Fl, Bldg, No 60 Golfam St, Jordan",,19395-5716,,,NO,WEB[http://www.aluminat.com]\nPHONE[98 212 2049216/22049928/22045237]\nFAX[98 21 22057127]\n(Tel: 98 212 2049216/22049928/22045237; Fax: 98 21 22057127/Website: www.aluminat.com),IR,IRAN (ISLAMIC REPUBLIC OF),Tel: 98 212 2049216/22049928/22045237; Fax: 98 21 22057127/Website: www.aluminat.com
7195,EU.2734.5,Tehran,Azadi Ave/Street,11365-11155,,,,NO,"PHONE[+98 21 66 161]\nEMAIL[info@sharif.ir]\n(Last address known: Azadi Ave/Street, PO Box 11365-11155, Tehran, Iran, Tel: +98 21 66 161 Email: info@sharif.ir)",IR,IRAN (ISLAMIC REPUBLIC OF),"Last address known: Azadi Ave/Street, PO Box 11365-11155, Tehran, Iran, Tel: +98 21 66 161 Email: info@sharif.ir"
7199,EU.3868.28,,,,,,Sultanate of Oman,NO,(Believed location — Egypt),OM,OMAN,Believed location — Egypt
7199,EU.3868.28,,,,,,,NO,('Believed location'),EG,EGYPT,'Believed location'
7200,EU.3606.65,,,,,,,NO,(Address: Rwanda (as of early 2016).\n\nOther information: \nHe fled to Rwanda in March 2013 and is still living there as of early 2016.),RW,RWANDA,Address: Rwanda (as of early 2016).\n\nOther information: \nHe fled to Rwanda in March 2013 and is still living there as of early 2016.
7201,EU.3642.15,Rubavu/Mudende,,,,,,NO,,RW,RWANDA,
7202,EU.3673.80,North and South Kivu,,,,,,NO,EMAIL[fldrrse@yahoo.fr]\n(E-mail addresses: Fdlr@fmx.de; fldrrse@yahoo.fr; fdlr@gmx.net; fdlrsrt@gmail.com; humura2020@gmail.com),CD,"CONGO, Democratic Republic of (was Zaire)",E-mail addresses: Fdlr@fmx.de; fldrrse@yahoo.fr; fdlr@gmx.net; fdlrsrt@gmail.com; humura2020@gmail.com
7203,EU.3674.45,,,,,,,NO,EMAIL[mouvementdu23mars1@gmail.com],00,UNKNOWN,
7212,EU.4206.12,Pyongyang,,,,,,NO,,KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",
7217,EU.4064.61,Hong Kong,"383 Hennessy Road, LM-873, RM B, 14/F, Wah Hen Commercial Centre, Wanchai",,,,,NO,(Hong Kong company registration number 1177053),CN,CHINA,Hong Kong company registration number 1177053
7218,EU.3004.54,Gao,,,,,,NO,,ML,MALI,
7218,EU.3004.54,Tabankort,,,,,,NO,,ML,MALI,
7218,EU.3004.54,In Khalil,,,,,,NO,,ML,MALI,
7218,EU.3004.54,Al Moustarat,,,,,,NO,,ML,MALI,
7220,EU.3006.81,Gao,,,,,,NO,,ML,MALI,
7226,EU.3032.30,Tehran,,,,,,NO,"(Place of residence: Tehran.\nPlace of work: Press TV HQ, Tehran)",IR,IRAN (ISLAMIC REPUBLIC OF),"Place of residence: Tehran.\nPlace of work: Press TV HQ, Tehran"
7230,EU.2951.42,Tehran,,,,,,NO,WEB[http://www.cyberpolice.ir]\n(Website: http://www.cyberpolice.ir),IR,IRAN (ISLAMIC REPUBLIC OF),Website: http://www.cyberpolice.ir
7231,EU.3706.30,Quetta,,,,,,NO,,PK,PAKISTAN,
7235,EU.4116.48,Pyongyang,"C/O Tanchon Commercial Bank, Saemaeul 1-Dong, Pyongchon District",,,,,NO,,KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",
7236,EU.4194.29,Pyongyang,,,,,,NO,,KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",
7237,EU.3707.92,"Chaman, Baluchistan Province",,,,,,NO,,PK,PAKISTAN,
7246,EU.3305.11,,,,,,,NO,(In Syria as at June 2013),SY,SYRIAN ARAB REPUBLIC,In Syria as at June 2013
7246,EU.3305.11,"Mosul, Souq al-Nabi Yunis",,,,,,NO,,IQ,IRAQ,
7349,EU.2804.64,Simferopol,Prospekt Kirov 52,,295000,,Crimea,NO,"WEB[http://gas.crimea.ru/]\nPHONE[+7 (3652) 66-70-00; +7 (3652) 66-78-00]\nEMAIL[office@chernomorneftegaz.ru ]\n(Prospekt Kirov 52, Simferopol, Crimea, Ukraine 295000 пр. Кирова 52, г. Симферополь, Крым, Украина 295000)",UA,UKRAINE,"Prospekt Kirov 52, Simferopol, Crimea, Ukraine 295000 пр. Кирова 52, г. Симферополь, Крым, Украина 295000"
7355,EU.3891.82,Bangui,,,,,,NO,(since his return from Uganda in December 2019),CF,CENTRAL AFRICAN REPUBLIC,since his return from Uganda in December 2019
7356,EU.3890.20,Birao,,,,,,NO,,CF,CENTRAL AFRICAN REPUBLIC,
7393,EU.3042.31,Damascus,,P.O. Box 3361,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
7394,EU.3043.93,Damascus,"Al Thawraa Street, P.O. Box 2330",,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
7394,EU.3043.93,Damascus,"Al-Hameh, Damascus Countryside, P.O. Box 2230",,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
7395,EU.3047.50,Barzeh,,P.O. Box 31983,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
7396,EU.3048.15,Damascus,P.O. Box 4470,,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
7413,EU.4034.58,,,,,,,NO,WEB[https://glava-lnr.info/; https://sovminlnr.ru/; https://nslnr.su/]\n(Official information: \nhttps://glava-lnr.info/ \nhttps://sovminlnr.ru/ \nhttps://nslnr.su/),00,UNKNOWN,Official information: \nhttps://glava-lnr.info/ \nhttps://sovminlnr.ru/ \nhttps://nslnr.su/
7414,EU.3044.58,,,,,,,NO,WEB[https://dnronline.su/; https://pravdnr.ru/; https://dnrsovet.su/; https://denis-pushilin.ru/]\n(Official information:\n\nhttps://dnronline.su/\n\nhttps://pravdnr.ru/\n\nhttps://dnrsovet.su/\n\nhttps://denis-pushilin.ru/),00,UNKNOWN,Official information:\n\nhttps://dnronline.su/\n\nhttps://pravdnr.ru/\n\nhttps://dnrsovet.su/\n\nhttps://denis-pushilin.ru/
7415,EU.4035.23,,,,,,,NO,(Media resources:\n\nhttp://novopressa.ru/\n\nhttp://novorossia-tv.ru/\n\nhttp://novorossiia.ru/\n\nhttps://vk.com/novorossiatv),00,UNKNOWN,Media resources:\n\nhttp://novopressa.ru/\n\nhttp://novorossia-tv.ru/\n\nhttp://novorossiia.ru/\n\nhttps://vk.com/novorossiatv
7416,EU.4026.84,,"346465 Russia, Rostov Region, October District, St Zaplavskaya, Str Shosseynaya 1",,,,,NO,WEB[http://xn– 80aaaajfjszd7a3b0e.xn– p1ai/]\nPHONE[+7-8-908-178-65-57]\n(Official information: \nhttp://xn---- \n7sbabalgku2ad1b5b2e.xn-- \np1ai/),RU,RUSSIAN FEDERATION,Official information: \nhttp://xn---- \n7sbabalgku2ad1b5b2e.xn-- \np1ai/
7416,EU.4026.84,,"Voroshilovskiy Prospekt 12/85-87/13, Rostov- on-Don",,,,,NO,WEB[http://vk.com/kazak_ nac_guard]\n(Social media: Cossack National Guard http://vk.com/kazak_ nac_guard\nde-registered in 2017),RU,RUSSIAN FEDERATION,Social media: Cossack National Guard http://vk.com/kazak_ nac_guard\nde-registered in 2017
7417,EU.4036.85,Simferopol,"str. Kiev, 4 (area bus station ‘Central’).",,,Crimea,,NO,WEB[http://vk.com/sobolipress; http://www.русскоедвижение.рф/]\nPHONE[(0652) 60-23-93]\nEMAIL[SoboliPress@gmail.com]\n(Social media:\n\nhttp://vk.com/sobolipress\n\nhttp://www.русскоедвижение.рф/),UA,UKRAINE,Social media:\n\nhttp://vk.com/sobolipress\n\nhttp://www.русскоедвижение.рф/
7418,EU.3050.5,,,,,,,NO,(Social media and other information:\n\nhttps://vk.com/luguard\n\nhttp://vk.com/club68692201\n\nhttps://vk.com/luguardnews),00,UNKNOWN,Social media and other information:\n\nhttps://vk.com/luguard\n\nhttp://vk.com/club68692201\n\nhttps://vk.com/luguardnews
7419,EU.3051.67,,,,,,,NO,WEB[ https://vk.com/s igma_orel],00,UNKNOWN,
7420,EU.3484.19,Donetsk,13 Prospect Zasyadko,,,,,NO,PHONE[+7 (926) 428-99-51 +7 (967) 171-27-09]\nEMAIL[voenkom.dnr@mail.ru]\n(Social media: http://vk.com/polkdonbassa + 38-099-445-63-78; + 38-063-688-60-01; + 38-067-145-14-99; + 38-094-912-96-60; + 38-062-213-26-60 Email: voenkom.dnr@mail. ru vknovoros@yandex.ru mobilisation@novorossia.co polkdonbassa@mail.ru Telephone volunteers in Russia: + 7 499 709-89-06 or email novoross24@mail. ru),UA,UKRAINE,Social media: http://vk.com/polkdonbassa + 38-099-445-63-78; + 38-063-688-60-01; + 38-067-145-14-99; + 38-094-912-96-60; + 38-062-213-26-60 Email: voenkom.dnr@mail. ru vknovoros@yandex.ru mobilisation@novorossia.co polkdonbassa@mail.ru Telephone volunteers in Russia: + 7 499 709-89-06 or email novoross24@mail. ru
7421,EU.3948.88,,,,,,,NO,WEB[http://patriot-donetsk.ru/]\nEMAIL[info.patriot.donbassa@gmail.com]\n(Social media:\nhttp://vk.com/patr\niotic_forces_of_d\nonbas),UA,UKRAINE,Social media:\nhttp://vk.com/patr\niotic_forces_of_d\nonbas
7423,EU.4037.50,Sevastopol,Nakhimov Square 5,,299011,,,NO,WEB[https://www.sevmp.ru/]\nEMAIL[gupsmp@mail.ru]\n(Territory occupied by the Russian Federation),UA,UKRAINE,Territory occupied by the Russian Federation
7423,EU.4037.50,г. Севастополь,"пл. Нахимова, 5",,299011,,,NO,WEB[https://www.sevmp.ru/]\nEMAIL[gupsmp@mail.ru],UA,UKRAINE,
7425,EU.4038.15,Simferopol,Aeroflotskaya street 5,,295021,,,NO,"WEB[https://universal-avia.ru/]\nPHONE[+7 (3652) 502-300; +7 (918) 699-1020]\nEMAIL[unavia_2014@mail.ru ]\n(ул. Аэрофлотская, дом 5, 295021, г. Симферополь)",00,UNKNOWN,"ул. Аэрофлотская, дом 5, 295021, г. Симферополь"
7426,EU.3485.81,Yalta,Resort “Nizhnyaya Oreanda”,,298658,,"Oreanda, House 12",NO,"WEB[www.oreanda-resort.ru]\nPHONE[+7 (978) 944 83 00; +7 (978) 944 83 30]\nEMAIL[marketing@oreanda-resort.ru ]\n(Санаторий ‘Нижняя Ореанда’, 298658, г. Ялта, пгт. Ореанда, дом 12, Украина)",UA,UKRAINE,"Санаторий ‘Нижняя Ореанда’, 298658, г. Ялта, пгт. Ореанда, дом 12, Украина"
7427,EU.4039.77,"Azovskoye, Jankoysky district",40 Zeleznodorozhnaya str.,,296178,,,NO,"(ул. Железнодорожная, 40, 296178 пгт. Азовское, Джанкойский район, Украина\n\ncode: 01271681)",UA,UKRAINE,"ул. Железнодорожная, 40, 296178 пгт. Азовское, Джанкойский район, Украина\n\ncode: 01271681"
7428,EU.4050.6,Yalta,"Massandra, str. Vinodela Egorova 9",,298650,Crimea,,NO,"WEB[http://massandra.su]\nPHONE[+7 978 936 75 04; +7 3654 23 31 96; +7 3654 26 16 83 ]\n(298650, Крым, г. Ялта, пгт. Массандра, ул. Винодела Егорова, д. 9)",00,UNKNOWN,"298650, Крым, г. Ялта, пгт. Массандра, ул. Винодела Егорова, д. 9"
7429,EU.3573.18,Yalta,Kirov Street 31,,298600,Crimea,,NO,"WEB[www.magarach-institut.ru]\nPHONE[+7(3654)32-55-91]\nEMAIL[priemnaya@magarach-institut.ru ]\n(298600, ул. Кирова, 31, г. Ялта, Крым, Украина)",UA,UKRAINE,"298600, ул. Кирова, 31, г. Ялта, Крым, Украина"
7430,EU.4051.68,"Sudak, Novy Svet",str. Shalapina 1,,298032,Crimea,,NO,WEB[https://nsvet-crimea.ru/]\nPHONE[+7-(365) 663-35-00; +7-(365) 663-35-22; +7-978-914- 00-10],00,UNKNOWN,
7439,EU.3949.53,Moscow,41 ul.Vereiskaya,,121471,,,NO,WEB[www.almaz-antey.ru]\nEMAIL[antey@almaz-antey.ru],RU,RUSSIAN FEDERATION,
7440,EU.2782.80,Moscow,"International Highway, House 31, building 1",,141411,,,NO,"WEB[https://aviakompaniya.com/dobrolet/; www.pobeda.aero]\n(Airline code QD; \n\n141411, г. Москва, Международное ш., дом 31, строение 1)",RU,RUSSIAN FEDERATION,"Airline code QD; \n\n141411, г. Москва, Международное ш., дом 31, строение 1"
7441,EU.4052.33,Simferopol,"Naberezhnaja str named after 60th anniversary of USSR, 34",,295000,,,NO,"WEB[http://www.rncb.ru]\n(Territory occupied by the Russian Federation.\n295000, Симферополь, ул. Набережная имени 60–летия СССР, д. 34)",UA,UKRAINE,"Territory occupied by the Russian Federation.\n295000, Симферополь, ул. Набережная имени 60–летия СССР, д. 34"
7445,EU.2725.66,Oran,78 Boulevard Bezghoud Mustapha,,,,,NO,,DZ,ALGERIA,
7445,EU.2725.66,"Ain Turk, Oran",12 Rue Lyonnais,,,,,NO,,DZ,ALGERIA,
7454,EU.3559.0,Novgorod,Prospekt Aleksandra Korsunova 57,,,,,NO,,RU,RUSSIAN FEDERATION,
7474,EU.2936.59,,,,,,,NO,(Located in Syria),SY,SYRIAN ARAB REPUBLIC,Located in Syria
7478,EU.3727.94,"Hammam Lif, Ben Arous",60 Rue de la Libye,,,,,NO,"(a) 60 Rue de la Libye, Hammam Lif, Ben Arous, Tunisia;)",TN,TUNISIA,"a) 60 Rue de la Libye, Hammam Lif, Ben Arous, Tunisia;"
7478,EU.3727.94,,,,,,,NO,(b) Libya (possible location as at Jul. 2017)),LY,LIBYA,b) Libya (possible location as at Jul. 2017)
7479,EU.3728.59,Al-Waab,,,,,,NO,,QA,QATAR,
7480,EU.3729.24,,,,,,,NO,((located in since 2013)),SY,SYRIAN ARAB REPUBLIC,(located in since 2013)
7483,EU.2913.65,,"327 Street, Area 3, Building 41, Al-Uqaylah",,,,,NO,,KW,KUWAIT,
7486,EU.4191.37,,,,,,,NO,(d) France (in detention since Jan. 2017).),FR,FRANCE,d) France (in detention since Jan. 2017).
7486,EU.4191.37,,,,,,,NO,(c) Turkey (from Jun. 2016 to Jan. 2017)),TR,TURKEY,c) Turkey (from Jun. 2016 to Jan. 2017)
7486,EU.4191.37,,,,,,,NO,(b) Syrian Arab Republic (located in between 2012 and 2016)),SY,SYRIAN ARAB REPUBLIC,b) Syrian Arab Republic (located in between 2012 and 2016)
7486,EU.4191.37,Grenoble,,,,,,NO,"(a) Grenoble, France (domicile from 1993 to 2012))",FR,FRANCE,"a) Grenoble, France (domicile from 1993 to 2012)"
7490,EU.4196.56,Pyongyang,"Donghung Dong, Central District, PO Box 120",,,,,NO,(International Maritime Organization (IMO) Number: 1790183),KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",International Maritime Organization (IMO) Number: 1790183
7490,EU.4196.56,Pyongyang,"Dongheung-dong Changgwang Street, Chung-Ku, PO Box 125",,,,,NO,,KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",
7491,EU.3713.39,Nangarhar Province,"Kamkai Village, Achin District",,,,,NO,,AF,AFGHANISTAN,
7491,EU.3713.39,"Batan village, Achin District, Nangarhar Province",,,,,,NO,,AF,AFGHANISTAN,
7491,EU.3713.39,"Surkhel village, Achin district, Nangarhar Province",,,,,,NO,,AF,AFGHANISTAN,
7492,EU.3714.4,"Quetta City, Baluchistan Province",Chalo Bawari area,,,,,NO,,PK,PAKISTAN,
7493,EU.3715.66,A Haqqani Madrassa in the Afghanistan/Pakistan Border Area,,,,,,NO,(A Haqqani Madrassa in the Afghanistan/Pakistan Border Area),AF,AFGHANISTAN,A Haqqani Madrassa in the Afghanistan/Pakistan Border Area
7517,EU.2958.88,Derna,,,,,,NO,,LY,LIBYA,
7517,EU.2958.88,Jebel Akhdar,,,,,,NO,,LY,LIBYA,
7531,EU.2966.62,,"Donetsk,  Universitetskaya  19",,,,,NO,"WEB[http://oddr.info/]\nEMAIL[orgotdel@oddr.info]\n(г. Донецк, ул. \nУниверситетская\n, дом 19)",00,UNKNOWN,"г. Донецк, ул. \nУниверситетская\n, дом 19"
7532,EU.4027.49,Luhansk,Karl Marx Street 7,,,,,NO,"WEB[https://mir-lug.info/]\nEMAIL[info@mir-lug.info]\n(улица Карла Маркса, 7, г. Луганск, Украина)",UA,UKRAINE,"улица Карла Маркса, 7, г. Луганск, Украина"
7533,EU.4053.95,,"102, Khmelnitsky Ave., Donetsk (office 512)",,,,,NO,WEB[http://www.odsd.ru/; https://xn--d1aa2an.xn--p1ai/]\nEMAIL[press-odsd@yandex.ru],00,UNKNOWN,
7533,EU.4053.95,,"Донецк, пр. Б.Хмельницкого, 102, офис 512",,,,,NO,WEB[http://www.odsd.ru/; https://xn--d1aa2an.xn--p1ai/]\nEMAIL[press-odsd@yandex.ru],00,UNKNOWN,
7535,EU.2968.89,,,,,,,NO,(Official \ninformation:\nhttps://vk.com/public97306393; Telegram: https://t.me/s/od_les_lnr),00,UNKNOWN,Official \ninformation:\nhttps://vk.com/public97306393; Telegram: https://t.me/s/od_les_lnr
7539,EU.3651.51,North Kivu Province,,,,,,NO,,CD,"CONGO, Democratic Republic of (was Zaire)",
7540,EU.3967.28,"Dahyan, Sa'dah Governorate",,,,,,NO,,YE,YEMEN,
7547,EU.2925.93,,,,,,,NO,(located in as at December 2014),SY,SYRIAN ARAB REPUBLIC,located in as at December 2014
7570,EU.3574.80,,,,,,,NO,WEB[http://казакнацгвард.рф/]\n(https://vk.com/kazak_nac_ guard),00,UNKNOWN,https://vk.com/kazak_nac_ guard
7571,EU.4054.60,,,,,,,NO,WEB[https://vk.com/sparta_orb]\nPHONE[+380713041088 ],00,UNKNOWN,
7572,EU.4059.79,,,,,,,NO,WEB[https://vk.com/club163716218/],00,UNKNOWN,
7573,EU.3575.45,,,,,,,NO,WEB[https://vk.com/public73385255],00,UNKNOWN,
7574,EU.3959.54,,"District 50 Year of the USSR, 18; c. of Kirovsk",,,,,NO,WEB[https://vk.com/battalionprizrak]\nPHONE[+38 (072) 199-86-39]\nEMAIL[mail@prizrak.info],00,UNKNOWN,
7575,EU.3576.10,,,,,,,NO,WEB[ http://vk.com/oplot_info; https://vk.com/5ombroplot]\n(Social media:),00,UNKNOWN,Social media:
7576,EU.3960.79,,,,,,,NO,WEB[https://vk.com/reportage24],00,UNKNOWN,
7578,EU.4028.14,,,,,,,NO,WEB[http://novorossia.pro/; https://vk.com/od_novorossia]\nEMAIL[info@clubnb.ru ],00,UNKNOWN,
7582,EU.3494.20,Damascus,,P.O. Box 11037,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
7583,EU.3495.82,Damascus,"CERS, Centre d'Etude et de Recherche Scientifique; a.k.a. SSRC, Scientific Studies and Research Center; Centre de Recherche de Kaboun Barzeh Street, P.O.Box 4470",,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
7586,EU.3341.58,"Yabroud, Damascus Province",Al Jalaa St,,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
7587,EU.3498.74,Damascus,"Hamsho Building, 31 Baghdad Street",,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
7589,EU.2921.39,Damascus,,P.O. Box 11037,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
7590,EU.2922.4,Damascus,,P.O. Box 11037,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
